title|llm_output|filtered_count
U.S. appoints new top official at Havana embassy as tensions flare|true|7
Trump chooses pro wrestling magnate Linda McMahon to head SBA|true|9
WELCOME TO AMERICA: Most Refugees Are On Food Stamps…And That’s Not All!|fake|9
World Bank approves $150 million to restore services in Yemeni cities|true|10
WATCH MAGA RALLY LIVE: President Trump Holds Massive Rally in Phoenix [Video]|fake|10
ISN’T THIS CHEATING? FIRST PICTURES Of Hillary’s “Custom” Podium For The Debate With TRUMP|fake|10
Supreme Court rejects Illinois ex-governor's corruption appeal|fake|10
 Scott Baio Gets His A** Handed To Him By Erin Moran’s Family For Disgusting Comments About Her Death|fake|9
U.S. has credibility with both Israel, Palestinians: Haley|true|10
BOOM! WATCH DR BEN CARSON’S MIC DROP MOMENT WITH THIS ONE STATEMENT ABOUT PLANNED PARENTHOOD|fake|10
Two ex-Trump aides charged in Russia probe, third pleads guilty|true|10
 Trump’s Border Wall Sh*t Just Got Real – Texans Receive Notices To Sell Or Have Their Land Taken|fake|9
Trump Rally In Austin TX – Protesters Largely Outnumbered by Trump Supporters|fake|9
Maine governor sues state's attorney general in Trump policy tussle|true|10
Responding to criticism, Trump calls on Justice Ginsburg to resign|true|10
A majority of adults disagree with Trump on firing athletes who kneel during anthem: Reuters/Ipsos poll|true|9
 Michelle Obama Posed for A Photo, So Conservatives Called Her A ‘Gorilla’ And ‘Tranny’ (SCREENSHOTS)|true|10
Canadian groups seek to overturn Quebec ban on Muslim veil|true|10
 Ted Cruz Being Knocked Off The Ballot Just Became A Very Real Possibility|fake|3
 Idaho Republican OUTRAGEOUSLY Says Female Lawmakers Only Rise In Rank By Giving Sexual Favors|fake|10
 WATCH: President Obama Issues Warning About Trump Nomination And Every American Should Listen|fake|10
BREAKING VIDEO: HILLARY CLINTON STUMBLES Up Stairs On Plane…Microphone Catches Her Asking, “Why Can’t You Go Any Closer?”|fake|8
U.S. to withhold some Clinton emails with top secret information|fake|4
[VIDEO] #BlackLivesMatter Terrorists Storm Dartmouth Library, Threaten Students: ‘F*ck You, You Filthy White F*cks!’|fake|10
U.S. must ensure migration crisis in Europe is solved: Obama|true|7
“Thank you, President Trump”…Mother of Charlottesville Victim Releases Statement While The Left Plans Escalation of Violence [Video]|fake|10
 Newt Gingrich Puts The WEIRDEST Spin On Trump’s Incessant, Shallow Tweeting|fake|10
Putin Tells Obama and Western Media: “Either stop talking about it or finally show some kind of proof”|fake|4
HE WAS WARNED AGAINST NEGOTIATING WITH TERRORISTS: Iran Says They Won’t Permit Foreigners “to inspect the most normal military site in their dreams.”|fake|1
DEMOCRAT LAWMAKER WILL BE PUNISHED For Putting Jobs Before “Climate Change”: “They are after me”|fake|8
'Vanishing village' looks to Japan's LDP for survival|true|10
Myanmar operation against Rohingya has 'hallmarks of ethnic cleansing', U.S. Congress members say|true|10
 Bernie Sanders Compares Republicans To Children Having A Food Fight (VIDEO)|true|10
WATCH: CNN HOST GETS SCHOOLED By Guest After Comparing Oregon Protesters To #BlackLivesMatter Terrorists|fake|10
[VIDEO] #BlackLivesMatter Terrorists Storm Dartmouth Library, Threaten Students: ‘F*ck You, You Filthy White F*cks!’|fake|10
As U.S. weighs Afghan strategy, hopes set on fledgling Air Force|true|10
Sessions confirmed as U.S. attorney general after battle with Democrats|true|8
WATCH: DETROIT ARTIST Takes Knee and Raises Fist While Singing National Anthem At Lions Game…Young Boys Standing Next To Him Appear To Be Confused|fake|8
 Trump Threatens To ‘Change Libel Laws’ To Sue People Who Criticize Him In Twitter Meltdown|true|10
WATCH: ACTOR JAMES WOODS Shares HILARIOUS Video Montage Of Reactions By So-Called “Journalists” To Trump’s Win On Election Night|fake|10
German court stops trial of paramedic who worked at Auschwitz|true|7
Obama challenges Communist-led Cuba with call for democracy|true|4
 Republican National Committee: Better A Pedophile Than A Democrat In The U.S. Senate|fake|10
 Hillary Has Four Words For Everyone Claiming She Pals With Donald Trump|true|10
JUST IN: MUELLER’S “Right Hand Man” Represented IT Staffer Who Destroyed Hillary’s Blackberrys With A Hammer!|fake|10
LIVE FEED: PRESIDENT TRUMP IN TENNESSEE: Nashville Rally and Speech On Healthcare [Video]|fake|10
 Donald Trump Hints That He Might Decide Not To Serve If Elected|fake|9
 BREAKING: FBI Suspects Jared Kushner Of Being A Russian Stooge (DETAILS)|fake|9
Sacked Catalan leader challenges EU to respect election outcome|true|10
Saudi's Kingdom Holding says has support from government after chairman detained|true|7
Trump rolls back parts of what he calls 'terrible' Obama Cuba policy|true|9
Turkey threatens sanctions over Kurdish independence vote|true|10
Former CIA chief says he warned Moscow over election hacking|true|9
BREAKING: FORD ANNOUNCES $700 Million U.S. Investment…Jobs, Jobs, Jobs! [VIDEO]|fake|10
Catalan parliament declares independence from Spain|true|10
Green Party U.S. election recount bid comes to a close|true|8
Landslides kill 26 in storm-hit Philippine province: local officials|true|9
Republicans retreat from plan to curb some press camera access in U.S. Capitol|true|4
Republicans seek Trump presidency votes in Israel|true|10
In break with decades of U.S. policy, Trump to recognize Jerusalem as Israel's capital|true|10
UK's Prince Harry and fiancee Markle delight crowd on first official walkabout|fake|10
 Fox News Yuks It Up, Taunts The Donald Over The Reason For His Iowa Loss|fake|8
WOW! STARBUCKS CEO JUST ACCUSED Whites Of Committing Senseless Violence Against “people who are not white”…And He’s Getting DESTROYED On Social Media|fake|9
Senators raise alarms about shelving retirement advice rule|fake|10
 Hillary Clinton Says Half Her Cabinet Will Be Women If Elected President|true|10
CONSEQUENCES OF OPEN BORDERS: 15 Heavily Armed Men Break Into Texas Border Home With 9 Yr Old Boy And Open Fire|fake|7
BREAKING : Next In Line For Speaker Of The House, RINO Kevin McCarthy Makes Shocking Announcement|fake|10
AMERICAN-MADE CONFEDERATE FLAG FACTORY Sees A Huge Change In Sales After Charlottesville|fake|4
WHO WILL SUPPORT “THE BERN”? New Numbers Show OBAMA STOLE An EXTRA 6 Months Income From Average Working American Since Bush Years|fake|10
Canadian Woman DESTROYS Liberal Prime Minister Trudeau Over Socialist Carbon-Tax Policy: “How is it justified for you to ask me to pay a CARBON TAX when I only have $65 left of my paycheck every 2 weeks to feed my family?” [VIDEO]|fake|10
 The Vacationer-In-Chief Was Asked To Grade His First Month In Office, And It’s RIDICULOUS|fake|8
Democrats enlist experts to scour Tillerson's business record|true|9
Turkey says U.S. isolated on Jerusalem, issuing threats|fake|9
Trump could easily erase much of Obama's foreign policy legacy|true|10
North Korea says Trump has 'lit the wick of war:' Russia's TASS agency|fake|10
THE TRUTH ABOUT Phony Global Warming: Why Our Snake-Oil-Salesman-In-Chief Is So Desperate To Sell Americans On This LIE|fake|10
France's Macron to give Saudi Arabia extremist list|fake|10
White House says focused on getting lowest possible corporate tax rate|fake|8
U.S. airlines scramble to evacuate residents ahead of Hurricane Irma|fake|10
Trump says 'nothing is off the table' for response to Iran|true|10
MARCO RUBIO IS CALLED IRRESPONSIBLE FOR BUYING A FISHING BOAT…Hillary Buys A Mansion In NY To Run For Senate…Crickets|fake|10
 Watch As Trump Admits He Thought Paris Hilton Was Hot – When She Was 12 (VIDEO)|fake|9
 Donald Trump Sends Out Embarrassing New Year’s Eve Message; This is Disturbing|fake|8
(VIDEO) OBAMA ON LETTERMAN: “WE IGNORE POCKETS OF POVERTY” BUT OBAMA’S STIMULUS GAVE $1.8 BILLION TO BALTIMORE|fake|6
Swedish PM condemns attempted arson attack at synagogue as three arrested|true|10
 White Man Dedicates His Racist Attack To Trump While Beating Hispanic Man (IMAGE)|fake|10
Republican candidates offer stark contrast in visions as field thins|true|10
Trump sharpens 'rigged' election allegations disputed by Republican lawyers|true|10
Watchdog to depart DHS after tensions over U.S. travel ban report|true|10
 BREAKING: Melania Trump’s Immigration Records Made Public, Show Trump’s ULTIMATE Hypocrisy|fake|10
WHICH ONE OF THESE PEOPLE Tried to Lecture the Other on the Constitution….Guesses? [VIDEO]|fake|9
 Conservative Calls President Obama A ‘Muslim’ Over UN Resolution And Gets Epically BURNED|fake|10
NO! OBSCURE FUND OF BILLIONS To Be Used To “Shore Up” Obamacare|fake|6
 John Oliver Gets Revenge On The Most Hated Section Of The Financial Service Industry (VIDEO)|true|10
Clinton Campaign Attack Dog Warns Trump And Sanders To Stay Away From Bill’s Infidelity|fake|10
Trump on Twitter (Dec 21) - Tax Cuts, Home sales|true|10
Tiger shot dead in Paris after escaping from circus|fake|10
WORKPLACE MICROAGGRESSION: ISIS Yells “Alluha Akbar” While Accidentally Blowing Themselves Up [VIDEO]|fake|10
“We are progressive”: Activist Defends $190K Payout To Illegal Alien By Taxpayers For Being Turned Over To ICE [Video]|fake|10
Trump to unveil new responses to Iranian 'bad behavior': White House|true|9
GAY MARRIAGE APPROVED BY SUPREME COURT With Ironic Dissenting Opinion From Justice Roberts: “But this court is not a legislature”|fake|10
HYPOCRITES! CHECK OUT Massive Structure Party Of OPEN-BORDERS Built To Keep Legal Citizens Out Of DNC|fake|10
WOW! OBAMA MEDIA ALLY EXPOSES HUGE LIE: Why Obama Regime “Cooked” Intel On ISIS [VIDEO]|fake|10
 Bernie Sanders Goes After Trump’s Tax Scam, Trump PISSED (TWEETS)|fake|10
Trump's visit to Britain could happen around June: London police chief|true|10
Democratic nomination will likely be won in March: Clinton campaign manager|fake|10
 Stephen Colbert Goes Completely Off Script To Ask Trump One Question (VIDEO)|fake|10
Emirates changes pilot, crew rosters on US flights after Trump order|fake|3
Senate to release health bill at 0930 EDT Thursday: senators|true|10
Kansas passes Medicaid expansion bill despite governor's objection|fake|2
U.S. ends temporary protected status for Sudanese but extends it for South Sudanese|true|8
Cubans sold everything to reach U.S., now hundreds stranded|true|10
Trump, after talk with China's Xi, says North Korea faces more sanctions|true|9
ARROGANT JOHN KERRY: Trump Administration “will last a year, two years, whatever” [Video]|fake|10
Egypt election in view, Sisi supporters fire up campaign for mandate|true|10
 Reince Priebus To Top GOP: Endorse Trump Or Your Career Is Over (VIDEO)|true|10
 Germany Releases Memo Showing How Destructive A ‘President Trump’ Would Be To Our Economy|true|7
Philippines' Duterte orders army to recruit 10 new battalions to crush militants|fake|10
Egypt's Sisi to meet Lebanon's Hariri on Tuesday - Egypt presidency|true|10
In Pennsylvania Senate race, unfamiliar battle lines on gun rights|true|10
 WATCH: Reince Priebus Subtly But Hilariously EMBARRASSES Steve Bannon Onstage|fake|10
Cuomo says he discussed Obamacare, tax deductions with Trump|true|10
 Trump Says To H*ll With Benghazi Mom, Does Live Fox News Interview During Her Speech|true|9
BOOM! Trump Drains Obama Swamp…Mandates All Ambassadors Vacate Positions “Without Exceptions” By Inauguration Day|true|8
Fired: Trump dumps top lawyer who defied immigration order|true|9
Draft Senate healthcare bill would link subsidies to income: Washington Post|true|10
 ‘Martyrs Without Causes’: Maher Calls Out Crazies On Both The Right And The Left (VIDEO)|fake|10
 The Internet Hilariously Reacts To Picture Of Trump’s Hideous Victory Cake (TWEETS)|fake|8
BREAKING NEWS: Trump’s Chief Strategist, STEVE BANNON IS GONE!…ANN COULTER: Not Good News, Trump Should’ve Hired “Ten More Like Him”…NEWT GINGRICH Sounds Alarm|fake|8
Factbox: Who's in? Who's out? China's Communist Party Central Committee|fake|10
Kuwait arrests five over video deemed offensive to crown prince|true|10
U.S. Republicans wrestle with effort to gut Obamacare|true|9
SHIFTING PARADIGM: You’ll Only Understand Trump and Brexit If You Understand the Failure of Globalization|fake|10
Iraq's Abadi says he wins Trump's assurances of more U.S. support|true|10
Saudi Arabia requests urgent Arab League meeting over Iran: Egypt state news|true|10
 Trump ‘Promises’ To Fix Black People’s Problems And Gets Spectactularly Owned For It On Twitter|true|10
Turkey's Erdogan, Iraq's Abadi to discuss Iraqi Kurdish referendum|true|10
Death toll from fighting in South Sudan's Great Lakes rises to 170|true|10
Spanish prosecutor accuses sacked Catalan leader of rebellion|true|9
 Ohio Fireman Suspended Indefinitely Over Extremely Racist Facebook Post (VIDEO)|fake|9
Catalan leader Puigdemont set to call regional election|fake|9
 Raging Trump Supporter PUNCHES A 69-Year Old Woman In Her Face (VIDEO)|fake|10
 Even Undocumented Immigrants Pay More Income Taxes Than Donald Trump|fake|10
Boiler Room EP #112 – UK Election, Omran & Technocratic Tech|true|10
Factbox: Japan main parties' key election pledges ahead of October 22 vote|true|10
HERE’S THE LIST OF People We Elected Who Just Made Our Nation Less Safe While Adding $1.1 Trillion To The Taxpayer’s Tab|fake|8
U.S. embassy defends credibility of Liberia presidential poll|fake|10
Senate investigations panel to probe Mylan's EpiPen pricing|true|10
New Jersey sues Atlantic City over school money|fake|4
White House: Puerto Rico debt crisis could hamper Zika response|true|10
 Trump Accidentally Says He Wants Single Payer In Latest Tweet – Twitter Lets Him Know (TWEETS)|true|9
White House plays down Trump son's meeting with Russian lawyer last year|true|10
Senior U.S. lawmakers call to condemn Turkey after Washington street brawl|true|10
District of Columbia approves $15/hour minimum wage|fake|9
 WATCH: Fox News Is Already Blaming President Obama For The Mass Shooting In Orlando|fake|10
 Stephen King Makes Trump His Newest Horror Story And His Fans Respond PERFECTLY|fake|8
Trump asks Supreme Court to block travel ban ruling|true|8
France's Macron seeks to play mediation role between Iran, U.S.|true|10
OBAMA GIVES ILLEGAL ALIENS IN FLINT, MI Amnesty So They Can Get Free Sh*t From Taxpayers|fake|8
Obama administration asks Supreme Court to rehear immigration case|true|10
Spain says if Catalan leader wants talks he first needs to respect the law|fake|10
 ROFL: An Adult Film Company Just Offered To Make Ted Cruz’s Bizarre Dreams Come True (Letter)|fake|10
WATCH Black Chicago Residents Blame Obama For Crime And Joblessness: “He needs to resign”|fake|10
WATCH SUSAN RICE Lie About Spying On Trump: “I know nothing about this”…White House Computer Logs Say She’s Lying! [Video]|fake|10
HILLARY TRIES TO INJECT Social Class And Race Into Flint Water Crisis.. Immediately Regrets It|fake|9
Head of Syrian opposition's HNC resigns: statement|fake|8
 GOPer Who Resurrected Trumpcare Just Got WRECKED By A Father At Town Hall (VIDEO)|fake|10
Congress heads into break with Republican promises unfulfilled|fake|6
 WATCH: New Yorkers Send Donald Trump A POWERFUL Message That All Americans Need To Hear|fake|10
 Nate Silver Forecasts An Easy Win For Hillary Clinton In New York|fake|10
LAWYER FOR FBI INFORMANT Knows of Russian Bribery and Info ‘That Involves the Clintons’ [Video]|fake|10
Trump will not ask donors to repay nearly $50 million in campaign loans|true|10
